运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1,运行#1
66.608,-2.576,1.38,-1.678,-0.0615,0.033,-0.04,,,-1.9,
66.63,-2.546,1.343,-1.678,-0.0608,0.032,-0.04,,,-1.8,
66.651,-2.518,1.307,-2.517,-0.0601,0.031,-0.06,,,-1.71,
66.673,-2.49,1.234,-4.196,-0.0594,0.029,-0.1,,,-1.52,
66.695,-2.465,1.125,-4.196,-0.0588,0.027,-0.1,,,-1.27,
66.716,-2.441,1.053,-3.357,-0.0583,0.025,-0.08,,,-1.11,
66.738,-2.419,0.98,-4.196,-0.0577,0.023,-0.1,,,-0.96,
66.759,-2.399,0.871,-5.035,-0.0573,0.021,-0.12,,,-0.76,
66.781,-2.381,0.762,-5.035,-0.0568,0.018,-0.12,,,-0.58,
66.803,-2.366,0.654,-5.035,-0.0565,0.016,-0.12,,,-0.43,
66.824,-2.353,0.545,-5.035,-0.0562,0.013,-0.12,,,-0.3,
66.846,-2.342,0.436,-5.874,-0.0559,0.01,-0.14,,,-0.19,
66.868,-2.334,0.29,-5.874,-0.0557,0.007,-0.14,,,-0.08,
66.889,-2.329,0.182,-4.196,-0.0556,0.004,-0.1,,,-0.03,
66.911,-2.326,0.109,-4.196,-0.0555,0.003,-0.1,,,-0.01,
66.933,-2.325,0,-5.874,-0.0555,0,-0.14,,,0,
66.954,-2.326,-0.145,-5.874,-0.0555,-0.003,-0.14,,,-0.02,
66.976,-2.331,-0.254,-5.035,-0.0556,-0.006,-0.12,,,-0.06,
66.997,-2.337,-0.363,-4.196,-0.0558,-0.009,-0.1,,,-0.13,
67.019,-2.347,-0.436,-3.357,-0.056,-0.01,-0.08,,,-0.19,
67.041,-2.356,-0.508,-5.035,-0.0562,-0.012,-0.12,,,-0.26,
67.062,-2.369,-0.654,-5.035,-0.0565,-0.016,-0.12,,,-0.43,
67.084,-2.384,-0.726,-2.517,-0.0569,-0.017,-0.06,,,-0.53,
67.106,-2.4,-0.762,-2.517,-0.0573,-0.018,-0.06,,,-0.58,
67.127,-2.417,-0.835,-3.357,-0.0577,-0.02,-0.08,,,-0.7,
67.149,-2.436,-0.908,-3.357,-0.0582,-0.022,-0.08,,,-0.82,
67.17,-2.457,-0.98,-3.357,-0.0586,-0.023,-0.08,,,-0.96,
67.192,-2.479,-1.053,-2.517,-0.0592,-0.025,-0.06,,,-1.11,
67.214,-2.502,-1.089,-1.678,-0.0597,-0.026,-0.04,,,-1.19,
67.235,-2.526,-1.125,-1.678,-0.0603,-0.027,-0.04,,,-1.27,
67.257,-2.551,-1.162,-1.678,-0.0609,-0.028,-0.04,,,-1.35,
67.268,,,,,,,3.18,,,-1.18
67.279,-2.576,-1.198,-1.678,-0.0615,-0.029,-0.04,,,-1.44,
67.3,-2.603,-1.234,-0.839,-0.0621,-0.029,-0.02,,,-1.52,
67.322,-2.63,-1.234,0.839,-0.0628,-0.029,0.02,,,-1.52,
67.333,,,,,,,,0.24,,
67.344,-2.656,-1.198,0.839,-0.0634,-0.029,0.02,,,-1.44,
67.365,-2.681,-1.198,-0.839,-0.064,-0.029,-0.02,,,-1.44,
67.387,-2.708,-1.234,-0.839,-0.0646,-0.029,-0.02,,,-1.52,
67.408,-2.735,-1.234,0.839,-0.0653,-0.029,0.02,,,-1.52,
67.43,-2.761,-1.198,2.517,-0.0659,-0.029,0.06,,,-1.44,
67.452,-2.787,-1.125,2.517,-0.0665,-0.027,0.06,,,-1.27,
67.473,-2.81,-1.089,0.839,-0.0671,-0.026,0.02,,,-1.19,
67.495,-2.834,-1.089,0.839,-0.0676,-0.026,0.02,,,-1.19,
67.517,-2.857,-1.053,2.517,-0.0682,-0.025,0.06,,,-1.11,
67.538,-2.879,-0.98,3.357,-0.0687,-0.023,0.08,,,-0.96,
67.56,-2.9,-0.908,3.357,-0.0692,-0.022,0.08,,,-0.82,
67.581,-2.919,-0.835,3.357,-0.0697,-0.02,0.08,,,-0.7,
67.603,-2.936,-0.762,3.357,-0.0701,-0.018,0.08,,,-0.58,
67.625,-2.952,-0.69,4.196,-0.0705,-0.016,0.1,,,-0.48,
67.646,-2.966,-0.581,4.196,-0.0708,-0.014,0.1,,,-0.34,
67.668,-2.977,-0.508,4.196,-0.0711,-0.012,0.1,,,-0.26,
67.69,-2.988,-0.399,5.035,-0.0713,-0.01,0.12,,,-0.16,
67.711,-2.994,-0.29,5.035,-0.0715,-0.007,0.12,,,-0.08,
67.733,-3,-0.182,5.874,-0.0716,-0.004,0.14,,,-0.03,
67.755,-3.002,-0.036,4.196,-0.0717,-8.67E-04,0.1,,,0,
67.776,-3.002,0,4.196,-0.0717,0,0.1,,,0,
67.798,-3.002,0.145,6.713,-0.0717,0.003,0.16,,,-0.02,
67.819,-2.996,0.29,5.874,-0.0715,0.007,0.14,,,-0.08,
67.841,-2.989,0.399,5.874,-0.0714,0.01,0.14,,,-0.16,
67.863,-2.978,0.545,5.035,-0.0711,0.013,0.12,,,-0.3,
67.884,-2.966,0.617,4.196,-0.0708,0.015,0.1,,,-0.38,
67.906,-2.952,0.726,5.874,-0.0705,0.017,0.14,,,-0.53,
67.928,-2.934,0.871,5.035,-0.07,0.021,0.12,,,-0.76,
67.949,-2.914,0.944,3.357,-0.0696,0.023,0.08,,,-0.89,
67.971,-2.893,1.017,4.196,-0.0691,0.024,0.1,,,-1.03,
67.993,-2.87,1.125,4.196,-0.0685,0.027,0.1,,,-1.27,
68.014,-2.845,1.198,3.357,-0.0679,0.029,0.08,,,-1.44,
68.036,-2.818,1.271,3.357,-0.0673,0.03,0.08,,,-1.61,
68.057,-2.79,1.343,2.517,-0.0666,0.032,0.06,,,-1.8,
68.079,-2.76,1.38,0.839,-0.0659,0.033,0.02,,,-1.9,
68.101,-2.73,1.38,0.839,-0.0652,0.033,0.02,,,-1.9,
68.122,-2.7,1.416,0.839,-0.0645,0.034,0.02,,,-2,
68.144,-2.669,1.416,-0.839,-0.0637,0.034,-0.02,,,-2,
68.166,-2.639,1.38,-0.839,-0.063,0.033,-0.02,,,-1.9,
68.187,-2.609,1.38,-1.05E-11,-0.0623,0.033,-2.54E-13,,,-1.9,
68.209,-2.579,1.38,-1.678,-0.0616,0.033,-0.04,,,-1.9,
68.23,-2.549,1.307,-3.357,-0.0609,0.031,-0.08,,,-1.71,
68.252,-2.523,1.234,-1.678,-0.0602,0.029,-0.04,,,-1.52,
68.274,-2.496,1.234,-2.517,-0.0596,0.029,-0.06,,,-1.52,
68.295,-2.469,1.125,-5.035,-0.0589,0.027,-0.12,,,-1.27,
68.317,-2.447,1.017,-3.357,-0.0584,0.024,-0.08,,,-1.03,
68.339,-2.425,0.98,-3.357,-0.0579,0.023,-0.08,,,-0.96,
68.36,-2.405,0.871,-5.035,-0.0574,0.021,-0.12,,,-0.76,
68.382,-2.388,0.762,-5.035,-0.057,0.018,-0.12,,,-0.58,
68.404,-2.372,0.654,-5.035,-0.0566,0.016,-0.12,,,-0.43,
68.425,-2.359,0.545,-5.035,-0.0563,0.013,-0.12,,,-0.3,
68.447,-2.348,0.436,-5.035,-0.0561,0.01,-0.12,,,-0.19,
68.468,-2.34,0.327,-5.035,-0.0559,0.008,-0.12,,,-0.11,
68.49,-2.334,0.218,-5.035,-0.0557,0.005,-0.12,,,-0.05,
68.512,-2.331,0.109,-5.035,-0.0556,0.003,-0.12,,,-0.01,
68.533,-2.329,0,-5.035,-0.0556,0,-0.12,,,0,
68.555,-2.331,-0.109,-5.035,-0.0556,-0.003,-0.12,,,-0.01,
68.577,-2.334,-0.218,-5.035,-0.0557,-0.005,-0.12,,,-0.05,
68.598,-2.34,-0.327,-4.196,-0.0559,-0.008,-0.1,,,-0.11,
68.62,-2.348,-0.399,-4.196,-0.0561,-0.01,-0.1,,,-0.16,
68.642,-2.358,-0.508,-5.035,-0.0563,-0.012,-0.12,,,-0.26,
68.663,-2.37,-0.617,-3.357,-0.0566,-0.015,-0.08,,,-0.38,
68.685,-2.384,-0.654,-2.517,-0.0569,-0.016,-0.06,,,-0.43,
68.706,-2.399,-0.726,-4.196,-0.0573,-0.017,-0.1,,,-0.53,
68.728,-2.416,-0.835,-3.357,-0.0577,-0.02,-0.08,,,-0.7,
68.75,-2.435,-0.871,-2.517,-0.0581,-0.021,-0.06,,,-0.76,
68.771,-2.454,-0.944,-3.357,-0.0586,-0.023,-0.08,,,-0.89,
68.793,-2.476,-1.017,-3.357,-0.0591,-0.024,-0.08,,,-1.03,
68.815,-2.498,-1.089,-2.517,-0.0596,-0.026,-0.06,,,-1.19,
68.836,-2.523,-1.125,-0.839,-0.0602,-0.027,-0.02,,,-1.27,
68.858,-2.546,-1.125,-1.678,-0.0608,-0.027,-0.04,,,-1.27,
68.879,-2.571,-1.198,-1.678,-0.0614,-0.029,-0.04,,,-1.44,
68.901,-2.598,-1.198,1.82E-11,-0.062,-0.029,4.34E-13,,,-1.44,
68.923,-2.623,-1.198,-0.839,-0.0626,-0.029,-0.02,,,-1.44,
68.936,,,,,,,,0.24,,
68.944,-2.65,-1.234,-0.839,-0.0633,-0.029,-0.02,,,-1.52,
68.966,-2.677,-1.234,0,-0.0639,-0.029,0,,,-1.52,
68.988,-2.703,-1.234,9.37E-12,-0.0645,-0.029,2.24E-13,,,-1.52,
69.009,-2.73,-1.234,0.839,-0.0652,-0.029,0.02,,,-1.52,
69.031,-2.757,-1.198,1.678,-0.0658,-0.029,0.04,,,-1.44,
69.053,-2.782,-1.162,0.839,-0.0664,-0.028,0.02,,,-1.35,
69.074,-2.807,-1.162,0.839,-0.067,-0.028,0.02,,,-1.35,
69.096,-2.832,-1.125,2.517,-0.0676,-0.027,0.06,,,-1.27,
69.117,-2.856,-1.053,3.357,-0.0682,-0.025,0.08,,,-1.11,
69.139,-2.878,-0.98,2.517,-0.0687,-0.023,0.06,,,-0.96,
69.161,-2.898,-0.944,2.517,-0.0692,-0.023,0.06,,,-0.89,
69.182,-2.919,-0.871,4.196,-0.0697,-0.021,0.1,,,-0.76,
69.204,-2.936,-0.762,4.196,-0.0701,-0.018,0.1,,,-0.58,
69.226,-2.952,-0.69,3.357,-0.0705,-0.016,0.08,,,-0.48,
69.247,-2.966,-0.617,4.196,-0.0708,-0.015,0.1,,,-0.38,
69.269,-2.978,-0.508,5.035,-0.0711,-0.012,0.12,,,-0.26,
69.29,-2.988,-0.399,4.196,-0.0713,-0.01,0.1,,,-0.16,
69.312,-2.996,-0.327,4.196,-0.0715,-0.008,0.1,,,-0.11,
69.334,-3.002,-0.218,5.874,-0.0717,-0.005,0.14,,,-0.05,
69.355,-3.005,-0.073,5.874,-0.0717,-0.002,0.14,,,-0.01,
69.377,-3.005,0.036,5.035,-0.0717,8.67E-04,0.12,,,0,
69.399,-3.003,0.145,5.874,-0.0717,0.003,0.14,,,-0.02,
69.42,-2.999,0.29,5.874,-0.0716,0.007,0.14,,,-0.08,
69.442,-2.991,0.399,5.035,-0.0714,0.01,0.12,,,-0.16,
69.464,-2.981,0.508,5.874,-0.0712,0.012,0.14,,,-0.26,
69.485,-2.969,0.654,5.874,-0.0709,0.016,0.14,,,-0.43,
69.507,-2.953,0.762,4.196,-0.0705,0.018,0.1,,,-0.58,
69.528,-2.936,0.835,4.196,-0.0701,0.02,0.1,,,-0.7,
69.55,-2.917,0.944,5.035,-0.0696,0.023,0.12,,,-0.89,
69.572,-2.895,1.053,4.196,-0.0691,0.025,0.1,,,-1.11,
69.593,-2.871,1.125,3.357,-0.0685,0.027,0.08,,,-1.27,
69.615,-2.846,1.198,3.357,-0.0679,0.029,0.08,,,-1.44,
69.637,-2.82,1.271,3.357,-0.0673,0.03,0.08,,,-1.61,
69.658,-2.791,1.343,2.517,-0.0666,0.032,0.06,,,-1.8,
69.68,-2.761,1.38,0.839,-0.0659,0.033,0.02,,,-1.9,
69.702,-2.732,1.38,0.839,-0.0652,0.033,0.02,,,-1.9,
69.723,-2.702,1.416,0.839,-0.0645,0.034,0.02,,,-2,
69.745,-2.67,1.416,-0.839,-0.0637,0.034,-0.02,,,-2,
69.766,-2.641,1.38,-0.839,-0.063,0.033,-0.02,,,-1.9,
69.788,-2.611,1.38,-1.05E-11,-0.0623,0.033,-2.54E-13,,,-1.9,
69.81,-2.581,1.38,-0.839,-0.0616,0.033,-0.02,,,-1.9,
69.831,-2.551,1.343,-2.517,-0.0609,0.032,-0.06,,,-1.8,
69.853,-2.523,1.271,-3.357,-0.0602,0.03,-0.08,,,-1.61,
69.875,-2.496,1.198,-3.357,-0.0596,0.029,-0.08,,,-1.44,
69.896,-2.471,1.125,-2.517,-0.059,0.027,-0.06,,,-1.27,
69.918,-2.447,1.089,-3.357,-0.0584,0.026,-0.08,,,-1.19,
69.939,-2.424,0.98,-5.035,-0.0579,0.023,-0.12,,,-0.96,
69.961,-2.405,0.871,-5.035,-0.0574,0.021,-0.12,,,-0.76,
69.983,-2.386,0.762,-5.035,-0.057,0.018,-0.12,,,-0.58,
70.004,-2.372,0.654,-4.196,-0.0566,0.016,-0.1,,,-0.43,
70.026,-2.358,0.581,-5.035,-0.0563,0.014,-0.12,,,-0.34,
70.048,-2.347,0.436,-5.874,-0.056,0.01,-0.14,,,-0.19,
70.069,-2.339,0.327,-5.035,-0.0558,0.008,-0.12,,,-0.11,
70.091,-2.333,0.218,-5.035,-0.0557,0.005,-0.12,,,-0.05,
70.113,-2.329,0.109,-4.196,-0.0556,0.003,-0.1,,,-0.01,
70.134,-2.328,0.036,-5.035,-0.0556,8.67E-04,-0.12,,,0,
70.156,-2.328,-0.109,-6.713,-0.0556,-0.003,-0.16,,,-0.01,
70.177,-2.333,-0.254,-5.035,-0.0557,-0.006,-0.12,,,-0.06,
70.199,-2.339,-0.327,-3.357,-0.0558,-0.008,-0.08,,,-0.11,
70.221,-2.347,-0.399,-3.357,-0.056,-0.01,-0.08,,,-0.16,
70.242,-2.356,-0.472,-4.196,-0.0562,-0.011,-0.1,,,-0.22,
70.264,-2.367,-0.581,-5.035,-0.0565,-0.014,-0.12,,,-0.34,
70.286,-2.381,-0.69,-4.196,-0.0568,-0.016,-0.1,,,-0.48,
70.307,-2.397,-0.762,-2.517,-0.0572,-0.018,-0.06,,,-0.58,
70.329,-2.414,-0.799,-2.517,-0.0576,-0.019,-0.06,,,-0.64,
70.351,-2.432,-0.871,-4.196,-0.058,-0.021,-0.1,,,-0.76,
70.372,-2.452,-0.98,-3.357,-0.0585,-0.023,-0.08,,,-0.96,
70.394,-2.474,-1.017,-1.678,-0.0591,-0.024,-0.04,,,-1.03,
70.415,-2.496,-1.053,-1.678,-0.0596,-0.025,-0.04,,,-1.11,
70.437,-2.52,-1.089,-1.678,-0.0601,-0.026,-0.04,,,-1.19,
70.459,-2.543,-1.125,-1.678,-0.0607,-0.027,-0.04,,,-1.27,
70.476,,,,,,,3.21,,,-1.15
70.48,-2.568,-1.162,-1.678,-0.0613,-0.028,-0.04,,,-1.35,
70.502,-2.593,-1.198,-1.678,-0.0619,-0.029,-0.04,,,-1.44,
70.524,-2.62,-1.234,-0.839,-0.0625,-0.029,-0.02,,,-1.52,
70.542,,,,,,,,0.24,,
70.545,-2.647,-1.234,0.839,-0.0632,-0.029,0.02,,,-1.52,
70.567,-2.673,-1.198,0.839,-0.0638,-0.029,0.02,,,-1.44,
70.588,-2.699,-1.198,0,-0.0644,-0.029,0,,,-1.44,
70.61,-2.725,-1.198,0.839,-0.0651,-0.029,0.02,,,-1.44,
70.632,-2.75,-1.162,0.839,-0.0657,-0.028,0.02,,,-1.35,
70.653,-2.776,-1.162,-1.76E-11,-0.0663,-0.028,-4.21E-13,,,-1.35,
70.675,-2.801,-1.162,1.678,-0.0669,-0.028,0.04,,,-1.35,
70.697,-2.826,-1.089,3.357,-0.0675,-0.026,0.08,,,-1.19,
70.718,-2.848,-1.017,2.517,-0.068,-0.024,0.06,,,-1.03,
70.74,-2.87,-0.98,1.678,-0.0685,-0.023,0.04,,,-0.96,
70.762,-2.89,-0.944,2.517,-0.069,-0.023,0.06,,,-0.89,
70.783,-2.911,-0.871,4.196,-0.0695,-0.021,0.1,,,-0.76,
70.805,-2.928,-0.762,4.196,-0.0699,-0.018,0.1,,,-0.58,
70.826,-2.944,-0.69,3.357,-0.0703,-0.016,0.08,,,-0.48,
70.848,-2.958,-0.617,3.357,-0.0706,-0.015,0.08,,,-0.38,
70.87,-2.97,-0.545,4.196,-0.0709,-0.013,0.1,,,-0.3,
70.891,-2.981,-0.436,5.035,-0.0712,-0.01,0.12,,,-0.19,
70.913,-2.989,-0.327,5.035,-0.0714,-0.008,0.12,,,-0.11,
70.935,-2.996,-0.218,5.035,-0.0715,-0.005,0.12,,,-0.05,
70.956,-2.999,-0.109,4.196,-0.0716,-0.003,0.1,,,-0.01,
70.978,-3,-0.036,5.035,-0.0716,-8.67E-04,0.12,,,0,
71,-3,0.109,6.713,-0.0716,0.003,0.16,,,-0.01,
71.021,-2.996,0.254,5.035,-0.0715,0.006,0.12,,,-0.06,
71.043,-2.989,0.327,4.196,-0.0714,0.008,0.1,,,-0.11,
71.064,-2.981,0.436,5.874,-0.0712,0.01,0.14,,,-0.19,
71.086,-2.97,0.581,5.874,-0.0709,0.014,0.14,,,-0.34,
71.108,-2.956,0.69,4.196,-0.0706,0.016,0.1,,,-0.48,
71.129,-2.941,0.762,4.196,-0.0702,0.018,0.1,,,-0.58,
71.151,-2.923,0.871,4.196,-0.0698,0.021,0.1,,,-0.76,
71.173,-2.903,0.944,4.196,-0.0693,0.023,0.1,,,-0.89,
71.194,-2.882,1.053,5.035,-0.0688,0.025,0.12,,,-1.11,
71.216,-2.857,1.162,2.517,-0.0682,0.028,0.06,,,-1.35,
71.237,-2.832,1.162,1.678,-0.0676,0.028,0.04,,,-1.35,
71.259,-2.807,1.234,3.357,-0.067,0.029,0.08,,,-1.52,
71.281,-2.779,1.307,2.517,-0.0663,0.031,0.06,,,-1.71,
71.302,-2.75,1.343,1.678,-0.0657,0.032,0.04,,,-1.8,
71.324,-2.721,1.38,0,-0.0649,0.033,0,,,-1.9,
71.346,-2.691,1.343,-0.839,-0.0642,0.032,-0.02,,,-1.8,
71.367,-2.663,1.343,0.839,-0.0636,0.032,0.02,,,-1.8,
71.389,-2.633,1.38,-1.02E-11,-0.0628,0.033,-2.44E-13,,,-1.9,
71.411,-2.603,1.343,-1.678,-0.0621,0.032,-0.04,,,-1.8,
71.432,-2.575,1.307,-1.678,-0.0615,0.031,-0.04,,,-1.71,
71.454,-2.546,1.271,-2.517,-0.0608,0.03,-0.06,,,-1.61,
71.475,-2.52,1.198,-2.517,-0.0601,0.029,-0.06,,,-1.44,
71.497,-2.494,1.162,-2.517,-0.0595,0.028,-0.06,,,-1.35,
71.519,-2.469,1.089,-4.196,-0.0589,0.026,-0.1,,,-1.19,
71.54,-2.447,0.98,-4.196,-0.0584,0.023,-0.1,,,-0.96,
71.562,-2.427,0.908,-3.357,-0.0579,0.022,-0.08,,,-0.82,
71.584,-2.408,0.835,-4.196,-0.0575,0.02,-0.1,,,-0.7,
71.605,-2.391,0.726,-5.874,-0.0571,0.017,-0.14,,,-0.53,
71.627,-2.377,0.581,-5.035,-0.0567,0.014,-0.12,,,-0.34,
71.648,-2.366,0.508,-3.357,-0.0565,0.012,-0.08,,,-0.26,
71.67,-2.355,0.436,-5.035,-0.0562,0.01,-0.12,,,-0.19,
71.692,-2.347,0.29,-5.874,-0.056,0.007,-0.14,,,-0.08,
71.713,-2.342,0.182,-4.196,-0.0559,0.004,-0.1,,,-0.03,
71.735,-2.339,0.109,-4.196,-0.0558,0.003,-0.1,,,-0.01,
71.757,-2.337,0,-5.035,-0.0558,0,-0.12,,,0,
71.778,-2.339,-0.109,-4.196,-0.0558,-0.003,-0.1,,,-0.01,
71.8,-2.342,-0.182,-4.196,-0.0559,-0.004,-0.1,,,-0.03,
71.822,-2.347,-0.29,-5.035,-0.056,-0.007,-0.12,,,-0.08,
71.843,-2.355,-0.399,-4.196,-0.0562,-0.01,-0.1,,,-0.16,
71.865,-2.364,-0.472,-3.357,-0.0564,-0.011,-0.08,,,-0.22,
71.886,-2.375,-0.545,-3.357,-0.0567,-0.013,-0.08,,,-0.3,
71.908,-2.388,-0.617,-3.357,-0.057,-0.015,-0.08,,,-0.38,
71.93,-2.402,-0.69,-3.357,-0.0573,-0.016,-0.08,,,-0.48,
71.951,-2.417,-0.762,-3.357,-0.0577,-0.018,-0.08,,,-0.58,
71.973,-2.435,-0.835,-3.357,-0.0581,-0.02,-0.08,,,-0.7,
71.995,-2.454,-0.908,-2.517,-0.0586,-0.022,-0.06,,,-0.82,
72.016,-2.474,-0.944,-2.517,-0.0591,-0.023,-0.06,,,-0.89,
72.038,-2.494,-1.017,-3.357,-0.0595,-0.024,-0.08,,,-1.03,
72.06,-2.518,-1.089,-1.678,-0.0601,-0.026,-0.04,,,-1.19,
72.081,-2.542,-1.089,8.27E-12,-0.0607,-0.026,1.97E-13,,,-1.19,
72.103,-2.565,-1.089,-0.839,-0.0612,-0.026,-0.02,,,-1.19,
72.124,-2.589,-1.125,-1.678,-0.0618,-0.027,-0.04,,,-1.27,
72.146,-2.614,-1.162,-1.678,-0.0624,-0.028,-0.04,,,-1.35,
72.166,,,,,,,,0.24,,
72.168,-2.639,-1.198,-0.839,-0.063,-0.029,-0.02,,,-1.44,
72.189,-2.666,-1.198,9.09E-12,-0.0636,-0.029,2.17E-13,,,-1.44,
72.211,-2.691,-1.198,0,-0.0642,-0.029,0,,,-1.44,
72.233,-2.717,-1.198,0.839,-0.0649,-0.029,0.02,,,-1.44,
72.254,-2.743,-1.162,0.839,-0.0655,-0.028,0.02,,,-1.35,
72.276,-2.768,-1.162,0,-0.0661,-0.028,0,,,-1.35,
72.297,-2.793,-1.162,1.678,-0.0667,-0.028,0.04,,,-1.35,
72.319,-2.818,-1.089,2.517,-0.0673,-0.026,0.06,,,-1.19,
72.341,-2.84,-1.053,1.678,-0.0678,-0.025,0.04,,,-1.11,
72.362,-2.864,-1.017,2.517,-0.0684,-0.024,0.06,,,-1.03,
72.384,-2.884,-0.944,2.517,-0.0688,-0.023,0.06,,,-0.89,
72.406,-2.904,-0.908,2.517,-0.0693,-0.022,0.06,,,-0.82,
72.427,-2.923,-0.835,3.357,-0.0698,-0.02,0.08,,,-0.7,
72.449,-2.941,-0.762,4.196,-0.0702,-0.018,0.1,,,-0.58,
72.471,-2.956,-0.654,4.196,-0.0706,-0.016,0.1,,,-0.43,
72.492,-2.969,-0.581,4.196,-0.0709,-0.014,0.1,,,-0.34,
72.514,-2.981,-0.472,5.035,-0.0712,-0.011,0.12,,,-0.22,
72.535,-2.989,-0.363,4.196,-0.0714,-0.009,0.1,,,-0.13,
72.557,-2.997,-0.29,5.035,-0.0715,-0.007,0.12,,,-0.08,
72.579,-3.002,-0.145,5.874,-0.0717,-0.003,0.14,,,-0.02,
72.6,-3.003,-0.036,5.035,-0.0717,-8.67E-04,0.12,,,0,
72.622,-3.003,0.073,5.035,-0.0717,0.002,0.12,,,-0.01,
72.644,-3,0.182,5.874,-0.0716,0.004,0.14,,,-0.03,
72.665,-2.996,0.327,5.874,-0.0715,0.008,0.14,,,-0.11,
72.687,-2.986,0.436,5.035,-0.0713,0.01,0.12,,,-0.19,
72.709,-2.977,0.545,5.874,-0.0711,0.013,0.14,,,-0.3,
72.73,-2.963,0.69,5.035,-0.0707,0.016,0.12,,,-0.48,
72.752,-2.947,0.762,4.196,-0.0703,0.018,0.1,,,-0.58,
72.773,-2.93,0.871,5.035,-0.0699,0.021,0.12,,,-0.76,
72.795,-2.909,0.98,5.035,-0.0694,0.023,0.12,,,-0.96,
72.817,-2.887,1.089,4.196,-0.0689,0.026,0.1,,,-1.19,
72.838,-2.862,1.162,2.517,-0.0683,0.028,0.06,,,-1.35,
72.86,-2.837,1.198,2.517,-0.0677,0.029,0.06,,,-1.44,
72.882,-2.81,1.271,3.357,-0.0671,0.03,0.08,,,-1.61,
72.903,-2.782,1.343,2.517,-0.0664,0.032,0.06,,,-1.8,
72.925,-2.752,1.38,0.839,-0.0657,0.033,0.02,,,-1.9,
72.946,-2.722,1.38,2.10E-11,-0.065,0.033,5.00E-13,,,-1.9,
72.968,-2.692,1.38,0,-0.0643,0.033,0,,,-1.9,
72.99,-2.663,1.38,-1.05E-11,-0.0636,0.033,-2.54E-13,,,-1.9,
73.011,-2.633,1.38,0,-0.0628,0.033,-7.38E-15,,,-1.9,
73.033,-2.603,1.38,-0.839,-0.0621,0.033,-0.02,,,-1.9,
73.055,-2.573,1.343,-2.517,-0.0614,0.032,-0.06,,,-1.8,
73.076,-2.545,1.271,-2.517,-0.0607,0.03,-0.06,,,-1.61,
73.098,-2.518,1.234,-1.678,-0.0601,0.029,-0.04,,,-1.52,
73.12,-2.491,1.198,-3.357,-0.0595,0.029,-0.08,,,-1.44,
73.141,-2.466,1.089,-5.035,-0.0589,0.026,-0.12,,,-1.19,
73.163,-2.444,0.98,-4.196,-0.0583,0.023,-0.1,,,-0.96,
73.184,-2.424,0.908,-3.357,-0.0579,0.022,-0.08,,,-0.82,
73.206,-2.405,0.835,-4.196,-0.0574,0.02,-0.1,,,-0.7,
73.228,-2.388,0.726,-5.035,-0.057,0.017,-0.12,,,-0.53,
73.249,-2.373,0.617,-5.035,-0.0567,0.015,-0.12,,,-0.38,
73.271,-2.361,0.508,-5.035,-0.0564,0.012,-0.12,,,-0.26,
73.293,-2.351,0.399,-4.196,-0.0561,0.01,-0.1,,,-0.16,
73.314,-2.344,0.327,-5.035,-0.0559,0.008,-0.12,,,-0.11,
73.336,-2.337,0.182,-5.874,-0.0558,0.004,-0.14,,,-0.03,
73.358,-2.336,0.073,-4.196,-0.0558,0.002,-0.1,,,-0.01,
73.379,-2.334,0,-5.035,-0.0557,0,-0.12,,,0,
73.401,-2.336,-0.145,-5.874,-0.0558,-0.003,-0.14,,,-0.02,
73.422,-2.34,-0.254,-3.357,-0.0559,-0.006,-0.08,,,-0.06,
73.444,-2.347,-0.29,-3.357,-0.056,-0.007,-0.08,,,-0.08,
73.466,-2.353,-0.399,-5.035,-0.0562,-0.01,-0.12,,,-0.16,
73.487,-2.364,-0.508,-3.357,-0.0564,-0.012,-0.08,,,-0.26,
73.509,-2.375,-0.545,-3.357,-0.0567,-0.013,-0.08,,,-0.3,
73.531,-2.388,-0.654,-4.196,-0.057,-0.016,-0.1,,,-0.43,
73.552,-2.403,-0.726,-2.517,-0.0574,-0.017,-0.06,,,-0.53,
73.574,-2.419,-0.762,-2.517,-0.0577,-0.018,-0.06,,,-0.58,
73.595,-2.436,-0.835,-3.357,-0.0582,-0.02,-0.08,,,-0.7,
73.617,-2.455,-0.908,-3.357,-0.0586,-0.022,-0.08,,,-0.82,
73.639,-2.476,-0.98,-2.517,-0.0591,-0.023,-0.06,,,-0.96,
73.66,-2.498,-1.017,-1.678,-0.0596,-0.024,-0.04,,,-1.03,
73.682,-2.52,-1.053,-1.678,-0.0601,-0.025,-0.04,,,-1.11,
73.704,-2.543,-1.089,-1.678,-0.0607,-0.026,-0.04,,,-1.19,
73.722,,,,,,,3.25,,,-1.12
73.725,-2.567,-1.125,-1.678,-0.0613,-0.027,-0.04,,,-1.27,
73.747,-2.592,-1.162,-0.839,-0.0619,-0.028,-0.02,,,-1.35,
73.769,-2.617,-1.162,0,-0.0625,-0.028,0,,,-1.35,
73.788,,,,,,,,0.24,,
73.79,-2.642,-1.162,8.82E-12,-0.0631,-0.028,2.11E-13,,,-1.35,
73.812,-2.667,-1.162,0,-0.0637,-0.028,0,,,-1.35,
73.833,-2.692,-1.162,-0.839,-0.0643,-0.028,-0.02,,,-1.35,
73.855,-2.717,-1.198,-0.839,-0.0649,-0.029,-0.02,,,-1.44,
